3784
Degree	Column	Row	StrRaw	line	Type	diam	c	r	EConv0	EConv1	EConv2	OConv0	OConv1
120	67.55	0.00	0.00	5	7	32	66	316	-3.48	-2.60	0.11	4.55	3.65	110	
-42	69.10	0.00	0.00	5	7	32	66	340	1.52	4.93	-1.19	-5.30	-5.90	111	
148	80.46	0.00	0.00	6	7	32	76	136	-2.03	-3.38	-2.40	4.08	6.19	122	
-41	81.32	0.00	0.00	6	7	32	76	160	2.08	5.44	0.46	-5.05	-5.17	123	
145	76.37	0.00	0.00	6	7	32	76	304	1.91	-1.45	2.56	4.49	6.62	129	
0	77.81	0.00	0.00	6	7	32	76	328	5.20	4.09	0.46	0.75	-7.68	130	
119	76.32	0.00	0.00	6	7	32	76	472	-2.66	-2.73	1.48	4.37	2.30	136	
114	85.73	0.00	0.00	7	7	32	86	124	-3.18	-2.63	1.44	6.68	2.69	141	
-45	94.02	0.00	0.00	7	7	32	86	148	2.89	6.91	-1.05	-3.13	-3.01	142	
119	87.58	0.00	0.00	7	7	32	86	292	-3.33	-3.44	1.07	6.03	3.34	148	
-94	0.00	0.00	0.00	7	5	32	86	316	2.05	3.36	2.21	-6.36	0.83	149	
147	91.25	0.00	0.00	7	7	32	86	460	0.12	-3.79	0.57	2.12	3.55	155	
130	100.06	0.00	0.00	8	7	32	96	112	-2.10	-3.71	0.99	2.80	2.42	160	
-47	103.43	0.00	0.00	8	7	32	96	136	3.64	6.76	-1.05	-1.92	-2.88	161	
130	102.16	0.00	0.00	8	7	32	96	280	-2.11	-3.36	0.13	2.19	1.97	167	
-48	107.46	0.00	0.00	8	7	32	96	304	4.10	6.37	0.03	-1.45	-2.02	168	
146	87.41	0.00	0.00	8	7	32	96	472	1.49	6.59	0.32	1.10	3.47	175	
149	110.43	0.00	0.00	9	7	32	106	100	0.61	-4.36	0.79	2.90	5.07	179	
138	122.47	0.00	0.00	9	7	32	106	124	5.88	8.43	4.36	3.66	-3.11	180	
-42	101.01	0.00	0.00	9	7	32	106	148	-1.35	-3.93	0.59	-2.27	-2.49	181	
143	109.77	0.00	0.00	9	7	32	106	268	-0.05	-3.69	1.24	2.69	3.83	186	
133	0.00	0.00	0.00	9	5	32	106	292	4.22	8.03	-0.01	1.81	0.96	187	
-46	101.56	0.00	0.00	9	7	32	106	316	-1.89	-3.91	0.56	-2.66	-2.51	188	
127	106.37	0.00	0.00	9	7	32	106	460	2.99	4.79	-3.18	5.48	4.64	194	
124	118.84	0.00	0.00	10	7	32	116	88	-2.77	-3.58	1.10	3.54	2.39	198	
-130	114.65	0.00	0.00	10	7	32	116	112	1.14	2.98	-1.15	-4.40	3.50	199	
-45	112.67	0.00	0.00	10	7	32	116	136	-1.56	-4.31	1.21	-3.24	-3.12	200	
144	108.46	0.00	0.00	10	7	32	116	280	0.98	5.34	-0.79	0.14	2.59	206	
-41	111.92	0.00	0.00	10	7	32	116	304	-1.59	-4.62	0.46	-3.35	-3.78	207	
71	104.06	0.00	0.00	10	7	32	116	448	-3.52	4.59	-2.45	5.51	1.59	213	
-44	114.14	0.00	0.00	10	7	32	116	472	-2.10	-3.65	-0.24	-5.96	-6.17	214	
128	112.91	0.00	0.00	11	7	32	126	100	3.95	5.67	0.29	2.06	1.49	218	
-66	128.05	0.00	0.00	11	7	32	126	124	-2.60	-1.57	0.78	-3.36	-1.71	219	
63	129.93	0.00	0.00	11	7	32	126	268	-2.15	2.93	-1.42	7.83	-3.87	225	
-45	124.49	0.00	0.00	11	7	32	126	292	-1.30	-3.23	0.94	-4.27	-4.19	226	
144	123.46	0.00	0.00	11	7	32	126	436	4.47	3.43	2.23	2.29	5.79	232	
-15	122.51	0.00	0.00	11	7	32	126	460	1.53	-2.60	-1.61	-2.61	-6.40	233	
130	134.12	0.00	0.00	12	7	32	136	88	2.67	4.56	-1.04	5.43	4.73	237	
-43	133.18	0.00	0.00	12	7	32	136	112	-1.91	-4.53	0.19	-5.00	-5.23	238	
-16	131.57	0.00	0.00	12	7	32	136	280	2.05	-3.17	-0.53	-1.60	-4.93	245	
120	136.05	0.00	0.00	12	7	32	136	424	0.79	1.09	-0.29	8.07	4.62	251	
-61	142.65	0.00	0.00	12	7	32	136	448	-0.29	1.32	3.34	-7.25	-4.02	252	
152	143.62	0.00	0.00	13	7	32	146	76	-0.73	4.11	-1.07	2.44	6.09	256	
-42	144.93	0.00	0.00	13	7	32	146	100	-0.98	-3.17	0.84	-5.51	-6.04	257	
135	148.85	0.00	0.00	13	7	32	146	412	-2.27	-2.97	-1.07	6.04	6.37	270	
-47	146.90	0.00	0.00	13	7	32	146	436	1.48	1.71	-0.48	-6.53	-6.38	271	
79	168.36	0.00	0.00	14	7	32	156	64	-2.40	2.10	0.63	9.09	-1.69	275	
-45	155.49	0.00	0.00	14	7	32	156	88	0.04	-1.08	0.01	-5.82	-5.50	276	
-171	168.39	0.00	0.00	14	7	32	156	208	-0.02	-6.99	-9.88	-1.09	7.22	281	
138	154.74	0.00	0.00	14	7	32	156	400	2.19	-0.85	4.07	5.53	6.23	289	
-43	159.02	0.00	0.00	14	7	32	156	424	2.20	4.37	-0.40	-5.08	-5.86	290	
-12	164.53	0.00	0.00	15	7	32	166	76	4.41	-1.34	0.45	-2.07	-8.08	295	
167	176.53	0.00	0.00	15	7	32	166	124	-0.45	-15.97	-9.06	2.19	12.63	297	
169	175.85	0.00	0.00	15	7	32	166	148	-2.80	-40.86	-26.63	6.06	36.14	298	
172	173.81	0.00	0.00	15	7	32	166	172	-2.39	-61.09	-44.08	8.88	72.90	299	
169	170.52	195.74	21.91	15	7	32	166	196	2.13	-56.76	-35.98	21.74	119.89	300	
-171	170.90	0.00	0.00	15	7	32	166	220	1.26	-40.68	-61.05	-17.82	119.59	301	
-164	175.65	0.00	0.00	15	7	32	166	244	-2.72	-26.39	-54.05	-11.62	44.22	302	
-151	179.24	0.00	0.00	15	7	32	166	268	-0.89	-1.16	-5.79	-1.31	2.60	303	
-43	172.53	0.00	0.00	15	7	32	166	412	1.14	4.76	0.52	-5.42	-4.01	309	
154	182.04	113.84	37.76	16	7	32	176	112	-6.42	-75.39	-17.19	36.90	82.80	316	
174	177.67	0.00	0.00	16	7	32	176	136	3.10	-18.85	-13.86	14.37	151.31	317	
175	174.76	0.00	0.00	16	7	32	176	160	5.40	29.45	23.18	11.01	147.32	318	
173	171.45	0.00	0.00	16	7	32	176	184	6.19	65.49	52.67	12.70	117.17	319	
-177	167.05	0.00	0.00	16	7	32	176	208	5.70	59.29	66.64	-0.41	66.57	320	
-168	172.68	234.85	-20.98	16	7	32	176	232	5.95	33.68	67.79	-19.55	132.46	321	
-168	178.46	256.86	-32.12	16	7	32	176	256	1.48	-20.51	-37.75	-32.07	155.29	322	
-167	184.22	0.00	0.00	16	7	32	176	280	-2.25	-43.05	-73.36	-14.85	76.55	323	
-160	187.30	0.00	0.00	16	7	32	176	304	-0.87	-9.05	-23.54	-4.89	15.18	324	
36	174.18	0.00	0.00	16	7	32	176	400	0.68	1.64	-4.00	4.77	-5.98	328	
175	183.73	0.00	0.00	16	7	32	176	448	1.40	-6.51	-5.27	0.61	8.84	330	
-174	181.06	0.00	0.00	16	7	32	176	472	9.35	-4.98	-9.50	-1.92	21.59	331	
142	188.53	101.45	80.49	17	7	32	186	100	-9.81	-64.22	15.70	79.57	110.86	335	
165	179.07	0.00	0.00	17	7	32	186	124	13.16	82.98	41.18	10.24	81.14	336	
168	0.00	0.00	0.00	17	5	32	186	148	-0.09	49.41	28.92	-0.88	12.83	337	
-13	194.20	0.00	0.00	17	7	32	186	172	-5.67	14.39	5.99	-4.96	-15.45	338	
-22	183.01	0.00	0.00	17	7	32	186	196	-2.19	-4.63	-6.34	-7.60	-14.55	339	
17	182.51	0.00	0.00	17	7	32	186	220	-1.33	-5.45	-4.09	5.39	-11.43	340	
-160	0.00	0.00	0.00	17	5	32	186	244	7.57	21.56	47.83	-2.97	12.55	341	
-166	179.75	0.00	0.00	17	7	32	186	268	-1.76	45.43	94.36	-18.87	106.93	342	
-165	186.59	293.76	-44.86	17	7	32	186	292	7.15	12.06	-11.34	-43.96	168.00	343	
-166	191.17	316.86	-22.09	17	7	32	186	316	1.02	-29.82	-50.47	-22.05	88.84	344	
-165	197.23	0.00	0.00	17	7	32	186	340	-2.33	-16.39	-29.61	-4.63	21.32	345	
-162	197.40	0.00	0.00	17	7	32	186	364	-0.25	-1.77	-4.15	-0.69	2.71	346	
158	197.22	0.00	0.00	17	7	32	186	412	1.06	-7.31	-1.12	1.17	4.26	348	
153	191.31	0.00	0.00	17	7	32	186	436	1.81	-31.65	-2.84	19.10	37.81	349	
166	189.69	469.56	52.06	17	7	32	186	460	-17.89	-26.57	-22.76	15.14	65.12	350	
124	197.35	91.80	98.37	18	7	32	196	88	-36.55	-50.90	23.26	85.48	56.54	354	
142	181.50	0.00	0.00	18	7	32	196	112	17.24	59.41	-1.75	-7.74	16.51	355	
-36	194.06	0.00	0.00	18	7	32	196	136	1.17	-2.93	-3.48	-11.72	-14.74	356	
-4	190.91	0.00	0.00	18	7	32	196	160	-3.94	-13.09	-7.80	2.05	-17.36	357	
92	0.00	0.00	0.00	18	5	32	196	184	9.27	0.73	-0.20	10.46	0.21	358	
25	199.76	0.00	0.00	18	7	32	196	208	-4.29	2.67	0.93	5.54	-9.06	359	
117	0.00	0.00	0.00	18	5	32	196	232	2.86	6.09	1.65	6.36	-1.62	360	
1	188.77	0.00	0.00	18	7	32	196	256	4.63	-3.61	-7.30	-3.57	-8.77	361	
27	204.46	0.00	0.00	18	7	32	196	280	2.29	8.75	30.18	17.48	-24.32	362	
-149	192.97	302.31	-60.79	18	7	32	196	304	-16.19	18.90	24.51	-57.17	75.14	363	
-172	196.25	331.59	-24.58	18	7	32	196	328	8.70	-7.36	19.97	-21.73	171.21	364	
-165	199.98	353.36	-31.07	18	7	32	196	352	3.41	-26.50	-64.71	-30.77	137.48	365	
-161	203.57	0.00	0.00	18	7	32	196	376	-6.85	-14.10	-28.24	-7.18	28.20	366	
163	203.42	0.00	0.00	18	7	32	196	400	-3.80	-21.67	-11.17	6.14	22.94	367	
157	200.03	430.08	31.75	18	7	32	196	424	-15.13	-38.63	-14.14	20.87	65.94	368	
175	197.32	0.00	0.00	18	7	32	196	448	7.58	-8.41	-8.28	10.14	128.09	369	
-179	196.55	0.00	0.00	18	7	32	196	472	28.21	0.36	12.69	-0.81	119.80	370	
90	0.00	0.00	0.00	19	5	32	206	76	-14.66	-3.46	-3.41	11.42	-0.03	373	
114	202.18	89.36	255.00	19	7	32	206	100	79.82	59.36	10.33	54.78	35.43	374	
-60	200.31	0.00	0.00	19	7	32	206	124	-2.89	-6.18	0.37	-10.74	-3.61	375	
-53	220.60	0.00	0.00	19	7	32	206	148	-5.56	-11.34	-3.81	-10.33	4.44	376	
132	210.18	0.00	0.00	19	7	32	206	172	-4.67	-7.12	-0.75	8.04	7.73	377	
-58	203.23	0.00	0.00	19	7	32	206	196	-3.33	-2.76	-4.46	-14.05	-8.74	378	
34	207.00	0.00	0.00	19	7	32	206	220	0.27	6.66	-5.10	7.86	-14.65	379	
36	209.17	0.00	0.00	19	7	32	206	244	-0.35	-0.33	5.14	7.81	-9.62	380	
-114	205.70	0.00	0.00	19	7	32	206	268	-0.23	3.93	-3.35	-12.51	4.45	381	
52	205.28	289.26	25.33	19	7	32	206	292	9.28	-9.00	8.62	22.13	-21.24	382	
158	204.36	320.00	23.60	19	7	32	206	316	-9.12	23.83	-4.69	20.13	56.96	383	
-166	198.93	0.00	0.00	19	7	32	206	340	6.95	42.81	80.70	-13.49	81.27	384	
-156	205.69	365.02	-67.08	19	7	32	206	364	4.52	11.79	14.22	-66.84	150.46	385	
-176	209.19	0.00	0.00	19	7	32	206	388	0.93	-28.02	-33.45	-6.31	118.30	386	
166	208.09	410.94	30.59	19	7	32	206	412	5.97	-24.96	-10.92	29.65	126.17	387	
151	205.05	434.55	59.74	19	7	32	206	436	14.39	37.15	2.00	56.90	113.73	388	
177	202.77	0.00	0.00	19	7	32	206	460	-1.45	33.45	23.66	-1.24	79.74	389	
-126	212.24	0.00	0.00	20	7	32	216	16	-0.65	4.62	-0.53	-6.53	5.32	390	
84	216.50	91.30	194.56	20	5	32	216	88	-63.84	5.93	-4.41	175.91	-17.95	393	
-95	216.50	109.29	-47.16	20	5	32	216	112	-17.18	-4.17	-6.82	-41.28	4.44	394	
-129	215.42	0.00	0.00	20	7	32	216	136	1.97	-2.82	5.01	-7.56	5.75	395	
-172	217.42	0.00	0.00	20	7	32	216	160	-0.39	-1.90	-1.04	-2.27	15.32	396	
-107	220.51	0.00	0.00	20	7	32	216	184	7.27	-1.26	0.09	-7.01	6.16	397	
137	216.76	0.00	0.00	20	7	32	216	208	1.52	6.64	-6.22	0.08	6.80	398	
104	0.00	0.00	0.00	20	5	32	216	232	6.11	0.04	-9.05	7.59	-0.68	399	
53	218.34	0.00	0.00	20	7	32	216	256	4.89	-1.99	7.41	11.47	-8.32	400	
-121	209.94	0.00	0.00	20	7	32	216	280	-9.30	1.03	-9.86	-2.30	-3.27	401	
80	203.23	297.80	38.19	20	7	32	216	304	17.86	9.56	20.52	20.50	8.08	402	
4	218.26	0.00	0.00	20	7	32	216	328	-11.15	9.42	-3.48	5.94	-33.66	403	
-149	0.00	0.00	0.00	20	5	32	216	352	8.06	7.70	32.63	-2.53	0.82	404	
-166	212.85	374.42	-26.86	20	7	32	216	376	-6.84	24.13	48.26	-25.42	106.88	405	
176	214.21	0.00	0.00	20	7	32	216	400	-10.62	27.09	17.68	6.33	112.34	406	
164	212.42	424.54	21.85	20	7	32	216	424	-0.12	48.86	19.35	21.84	86.03	407	
172	211.42	0.00	0.00	20	7	32	216	448	-0.29	9.22	5.07	0.69	14.59	408	
179	210.15	0.00	0.00	20	7	32	216	472	-0.41	7.88	4.76	-2.76	10.38	409	
61	222.73	0.00	0.00	21	7	32	226	76	-3.99	0.73	-3.83	3.30	-1.51	412	
64	228.64	92.90	236.60	21	7	32	226	100	102.83	-8.92	82.49	103.96	-53.28	413	
-134	231.31	0.00	0.00	21	7	32	226	124	-2.31	-2.14	-6.47	-9.83	7.97	414	
-174	221.24	0.00	0.00	21	7	32	226	148	2.67	4.69	4.85	-1.10	8.01	415	
-176	223.62	0.00	0.00	21	7	32	226	172	2.02	7.38	0.92	-3.35	13.01	416	
-143	223.06	0.00	0.00	21	7	32	226	196	1.93	5.71	3.28	-9.77	12.01	417	
166	228.40	0.00	0.00	21	7	32	226	220	0.22	-4.32	-4.85	6.55	25.10	418	
82	237.17	0.00	0.00	21	7	32	226	244	-5.28	-2.64	-4.74	3.92	2.27	419	
-46	233.08	0.00	0.00	21	7	32	226	268	0.57	4.38	6.71	-10.49	-8.42	420	
80	226.50	296.01	41.91	21	5	32	226	292	-16.24	-1.59	-6.76	35.72	-5.98	421	
-62	224.76	318.86	-28.66	21	7	32	226	316	8.17	-1.31	0.11	-26.69	-15.67	422	
32	226.18	341.07	28.75	21	7	32	226	340	-2.12	-2.32	-1.52	28.63	-44.73	423	
37	233.94	0.00	0.00	21	7	32	226	364	5.46	1.57	16.39	8.02	-10.50	424	
-166	221.96	0.00	0.00	21	7	32	226	388	0.13	6.57	22.71	-2.14	33.08	425	
147	223.29	412.33	20.84	21	7	32	226	412	0.46	22.06	-1.82	20.83	32.08	426	
-165	222.94	0.00	0.00	21	7	32	226	436	1.31	4.28	2.40	-3.39	8.69	427	
-90	220.26	0.00	0.00	21	7	32	226	460	8.17	5.11	2.78	-7.07	3.13	428	
-52	232.76	0.00	0.00	22	7	32	236	16	-2.58	-3.79	0.76	-3.14	-2.40	429	
60	232.71	96.69	126.98	22	7	32	236	88	-51.14	4.81	-49.63	47.99	-26.11	432	
-122	234.20	117.25	-42.82	22	7	32	236	112	19.58	-6.34	24.52	-31.78	18.74	433	
-107	234.06	0.00	0.00	22	7	32	236	136	-12.98	1.64	-6.43	-4.35	3.59	434	
77	230.27	0.00	0.00	22	7	32	236	160	7.47	0.07	8.60	11.41	4.07	435	
-144	238.36	0.00	0.00	22	7	32	236	184	-0.44	-0.71	-2.45	-6.03	8.15	436	
141	238.03	0.00	0.00	22	7	32	236	208	-5.92	-14.83	4.43	16.18	24.94	437	
-93	236.50	229.86	-21.03	22	5	32	236	232	-6.57	7.34	0.31	-19.23	-1.06	438	
116	236.36	0.00	0.00	22	7	32	236	256	20.26	16.21	-5.84	-1.84	8.81	439	
51	239.73	0.00	0.00	22	7	32	236	280	5.39	-3.34	8.37	-1.13	-3.73	440	
22	238.47	0.00	0.00	22	7	32	236	304	11.61	14.63	2.25	12.68	-29.01	441	
-89	236.50	326.53	-28.47	22	5	32	236	328	-6.90	-5.08	-5.42	-27.10	-0.45	442	
45	235.70	352.12	28.78	22	7	32	236	352	1.41	-2.07	-1.58	28.73	-28.10	443	
47	236.27	0.00	0.00	22	7	32	236	376	-5.31	-3.52	0.40	10.63	-10.01	444	
161	231.29	0.00	0.00	22	7	32	236	400	1.72	7.06	8.24	8.03	14.25	445	
-54	220.49	0.00	0.00	22	7	32	236	424	3.09	3.80	0.35	-0.90	0.82	446	
-115	226.57	0.00	0.00	22	7	32	236	448	-0.92	1.77	1.66	-3.75	2.00	447	
-94	236.15	0.00	0.00	22	7	32	236	472	-2.83	-1.01	-0.34	-5.26	1.04	448	
66	246.75	102.65	191.21	23	7	32	246	100	-50.09	12.85	-34.25	180.24	-76.58	452	
-124	247.44	123.68	-34.10	23	7	32	246	124	-3.59	3.92	-9.60	-33.80	21.30	453	
-139	256.10	0.00	0.00	23	7	32	246	148	1.11	-0.75	-4.84	-6.48	3.27	454	
-161	244.50	0.00	0.00	23	7	32	246	172	6.06	4.30	5.03	-4.94	16.22	455	
124	248.67	0.00	0.00	23	7	32	246	196	-15.68	-16.74	3.70	-0.56	12.31	456	
-75	246.50	223.17	-27.09	23	5	32	246	220	8.55	9.61	-1.50	-24.72	-2.31	457	
128	245.98	243.48	24.73	23	7	32	246	244	3.22	-0.91	4.48	24.40	19.52	458	
-76	238.25	0.00	0.00	23	7	32	246	268	-26.15	-14.12	-4.76	-6.62	-3.61	459	
121	248.79	0.00	0.00	23	7	32	246	292	3.56	6.76	-6.25	9.67	2.84	460	
2	244.03	0.00	0.00	23	7	32	246	316	11.41	-2.77	-5.73	1.00	-29.62	461	
88	252.18	0.00	0.00	23	7	32	246	340	-10.88	-3.15	-4.98	7.44	2.43	462	
88	246.50	362.30	35.29	23	5	32	246	364	9.45	-9.12	-1.75	33.17	1.38	463	
91	246.50	385.11	30.78	23	5	32	246	388	11.65	-0.22	4.96	26.53	3.35	464	
-102	237.23	0.00	0.00	23	7	32	246	412	5.44	4.10	3.95	-1.36	2.94	465	
-40	249.17	0.00	0.00	23	7	32	246	436	-0.31	1.97	-0.37	-3.48	-3.39	466	
-88	255.90	0.00	0.00	23	7	32	246	460	2.85	0.90	1.47	-9.48	-0.52	467	
58	258.97	108.67	178.76	24	7	32	256	112	73.30	-6.73	85.26	147.71	-87.20	472	
-133	256.73	133.04	-21.56	24	7	32	256	136	-8.27	1.73	-6.80	-18.46	21.21	473	
101	256.24	161.71	29.19	24	7	32	256	160	-4.50	-1.05	-0.89	28.64	6.23	474	
-108	255.87	0.00	0.00	24	7	32	256	184	0.47	-1.78	2.57	-15.22	4.56	475	
-61	253.12	0.00	0.00	24	7	32	256	208	20.22	19.59	-4.13	-6.43	8.14	476	
100	257.76	0.00	0.00	24	7	32	256	232	-21.88	-9.70	-4.65	-0.14	13.94	477	
-87	256.50	260.61	-53.71	24	5	32	256	256	22.94	7.74	4.89	-43.07	-0.74	478	
125	255.56	0.00	0.00	24	7	32	256	280	-3.84	-1.20	0.76	9.65	8.16	479	
-60	0.00	0.00	0.00	24	5	32	256	304	-18.87	-18.23	4.97	0.32	-0.69	480	
127	256.50	335.32	30.49	24	5	32	256	328	-14.16	-22.91	-1.92	15.98	3.81	481	
133	256.69	351.99	24.21	24	7	32	256	352	1.59	4.21	-4.25	24.13	23.09	482	
156	254.58	0.00	0.00	24	7	32	256	376	-4.35	0.20	3.24	7.27	15.04	483	
137	254.76	0.00	0.00	24	7	32	256	400	0.72	2.30	-0.66	3.45	3.79	484	
-104	253.45	0.00	0.00	24	7	32	256	424	2.56	0.04	1.79	-5.08	0.93	485	
-56	265.52	0.00	0.00	24	7	32	256	472	1.30	2.76	0.29	-3.85	-1.36	487	
53	259.46	109.68	68.24	25	7	32	266	100	-22.88	2.74	-31.35	19.12	-12.51	491	
50	273.03	114.80	232.62	25	7	32	266	124	68.69	-18.64	111.75	54.25	-46.20	492	
-132	266.86	0.00	0.00	25	7	32	266	148	-5.63	0.16	-4.16	-17.38	17.07	493	
-91	265.67	0.00	0.00	25	7	32	266	172	19.10	6.01	4.63	-6.33	6.82	494	
133	265.20	0.00	0.00	25	7	32	266	196	0.38	7.71	-3.31	18.96	16.67	495	
-127	267.57	0.00	0.00	25	7	32	266	220	4.35	-6.70	7.35	-8.33	7.34	496	
113	259.25	0.00	0.00	25	7	32	266	244	22.02	16.85	2.94	7.48	6.21	497	
176	264.78	0.00	0.00	25	7	32	266	268	-7.81	1.90	-1.27	0.28	13.57	498	
-81	266.50	294.62	-27.48	25	5	32	266	292	7.12	5.36	-2.88	-25.94	-1.93	499	
-127	268.41	323.73	-40.75	25	7	32	266	316	18.37	-1.66	1.44	-19.54	25.27	500	
35	255.22	336.77	34.87	25	7	32	266	340	14.09	10.61	36.50	29.09	18.10	501	
116	269.17	365.27	25.27	25	7	32	266	364	-2.51	2.10	-9.36	25.07	11.58	502	
94	266.50	387.00	20.37	25	5	32	266	388	3.84	3.65	2.19	19.79	1.21	503	
-128	267.02	0.00	0.00	25	7	32	266	412	2.57	-1.02	1.95	-1.33	3.46	504	
-150	266.37	0.00	0.00	25	7	32	266	436	-0.07	-1.71	1.87	-4.05	7.87	505	
-116	267.57	0.00	0.00	25	7	32	266	460	3.06	-0.46	0.64	-12.08	6.55	506	
50	271.38	117.69	86.81	26	7	32	276	112	-40.84	12.75	-75.10	60.62	-42.10	511	
48	0.00	0.00	0.00	26	5	32	276	136	41.61	-8.74	72.76	5.45	-5.47	512	
76	275.00	0.00	0.00	26	7	32	276	160	-11.66	5.93	-8.76	12.93	10.32	513	
105	273.95	0.00	0.00	26	7	32	276	184	-13.86	-4.19	2.08	1.78	9.72	514	
-82	276.50	206.13	-29.43	26	5	32	276	208	-8.42	-5.43	-1.55	-27.39	-2.66	515	
-99	277.44	0.00	0.00	26	7	32	276	232	-30.24	-3.55	-12.08	-4.03	2.76	516	
-119	274.04	0.00	0.00	26	7	32	276	256	5.90	-6.80	11.51	-17.39	3.67	517	
155	277.98	0.00	0.00	26	7	32	276	280	4.06	1.22	-3.82	7.16	16.15	518	
98	272.98	302.70	46.30	26	7	32	276	304	10.38	2.67	8.41	44.41	8.62	519	
-171	277.07	0.00	0.00	26	7	32	276	328	-17.35	-1.61	-11.71	-4.59	41.62	520	
58	0.00	0.00	0.00	26	5	32	276	352	4.51	-2.32	13.23	15.57	1.97	521	
122	272.73	0.00	0.00	26	7	32	276	376	7.95	3.75	6.15	8.24	8.08	522	
77	0.00	0.00	0.00	26	5	32	276	400	6.28	1.40	3.83	3.14	0.43	523	
-153	273.45	0.00	0.00	26	7	32	276	424	1.16	1.36	3.25	-3.34	6.79	524	
-174	271.47	0.00	0.00	26	7	32	276	448	2.35	4.11	2.58	-1.72	5.63	525	
-119	275.23	0.00	0.00	26	7	32	276	472	4.29	3.71	0.65	-14.83	8.96	526	
69	290.74	0.00	0.00	27	7	32	286	100	-2.84	1.15	-1.60	3.26	-1.18	530	
49	283.88	129.01	129.26	27	7	32	286	124	-57.81	18.25	-92.76	98.88	-89.58	531	
-135	278.58	159.54	-101.79	27	7	32	286	148	19.50	0.51	36.53	-13.50	17.65	532	
67	0.00	0.00	0.00	27	5	32	286	172	16.58	-0.94	11.89	3.03	-0.70	533	
-72	282.04	211.60	-0.00	27	7	32	286	196	20.94	13.49	-0.70	-10.51	2.67	534	
91	283.12	0.00	0.00	27	7	32	286	220	22.60	8.12	8.91	4.84	8.71	535	
-85	281.26	0.00	0.00	27	7	32	286	244	11.83	0.88	0.53	-5.66	-4.41	536	
133	284.64	0.00	0.00	27	7	32	286	268	-8.60	-5.76	8.09	10.19	18.38	537	
-95	289.22	284.13	-81.75	27	7	32	286	292	-32.00	-20.72	-6.95	-29.36	22.06	538	
63	0.00	0.00	0.00	27	5	32	286	316	-11.71	-6.22	-13.17	11.32	-1.78	539	
161	284.87	0.00	0.00	27	7	32	286	340	3.34	9.58	0.76	6.78	27.44	540	
113	286.56	0.00	0.00	27	7	32	286	364	7.88	0.73	3.11	12.70	8.65	541	
121	283.88	0.00	0.00	27	7	32	286	388	-1.59	2.13	-0.95	7.18	3.89	542	
112	279.79	0.00	0.00	27	7	32	286	412	1.62	1.25	1.74	3.60	1.67	543	
-145	282.18	0.00	0.00	27	7	32	286	436	2.20	1.85	3.12	-3.02	4.62	544	
-126	282.53	0.00	0.00	27	7	32	286	460	3.21	0.22	3.85	-3.87	3.19	545	
23	292.37	0.00	0.00	28	7	32	296	112	2.01	0.41	-3.80	2.56	-5.46	550	
48	294.81	138.62	147.70	28	7	32	296	136	-38.23	12.14	-71.78	139.45	-123.73	551	
-122	295.90	161.00	-28.86	28	7	32	296	160	1.87	2.32	0.75	-28.76	18.21	552	
